index,ID,Region,Main Source of Income,Agricultural Household indicator,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Walls,House Floor Area,House Age,Number of bedrooms,Electricity,Total Household Income,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
13729,2652,F,Wage/Salaries,0.0,Male,48.0,Married,Worked for private establishment,Extended Family,6.0,0.0,0.0,4.0,Single house,Strong,36.0,20.0,2.0,1.0,288306.0,97679.0,23180.0,18324.0,16802.0,,3751.0,3565.0,8240.0,420.0,1040.0,4215.0,24480.0,13200.0,50.0,12720.0,2760.0,0.0,14238.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0
38507,874,P,Wage/Salaries,0.0,Male,65.0,Married,Worked for private establishment,Extended Family,7.0,0.0,0.0,1.0,Single house,Light,27.0,15.0,2.0,1.0,288189.0,107592.0,38920.0,32040.0,9144.0,6131.0,1180.0,8474.0,15227.0,0.0,0.0,4354.0,34860.0,12000.0,,14994.0,1140.0,,,1000.0,0.0,33566.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
32959,705,N,Wage/Salaries,,Male,33.0,Single,Worked for private establishment,Extended Family,6.0,0.0,1.0,3.0,Duplex,Strong,12.0,17.0,,1.0,288179.0,83844.0,15514.0,9998.0,4160.0,8266.0,525.0,2285.0,,0.0,0.0,3115.0,30150.0,0.0,510.0,4899.0,1140.0,0.0,4962.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0
13603,2526,F,Enterpreneurial Activities,0.0,Male,46.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,2.0,0.0,Single house,Strong,80.0,12.0,3.0,1.0,288152.0,85256.0,23730.0,12140.0,17839.0,6320.0,3210.0,3023.0,14733.0,0.0,724.0,2300.0,19848.0,9000.0,2466.0,4899.0,,,5766.0,0.0,0.0,,2.0,1.0,0.0,1.0,1.0,,,0.0,2.0,0.0,0.0,0.0,0.0
14451,137,G,Enterpreneurial Activities,0.0,Male,61.0,Married,Employer in own family-operated farm or business,Single Family,4.0,0.0,0.0,3.0,Single house,Strong,60.0,30.0,2.0,1.0,288120.0,96701.0,34823.0,22362.0,14009.0,11289.0,2495.0,7690.0,720.0,,0.0,3985.0,30780.0,18000.0,,2898.0,1200.0,800.0,6888.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
525,526,A,Other sources of Income,0.0,Male,73.0,Married,,Single Family,3.0,0.0,0.0,1.0,Duplex,Strong,65.0,25.0,,1.0,288097.0,132085.0,,33300.0,18397.0,15048.0,,,1915.0,870.0,,,,,,1152.0,,0.0,10302.0,,0.0,18000.0,,1.0,,1.0,1.0,0.0,0.0,0.0,3.0,,,0.0,0.0
518,519,A,Other sources of Income,0.0,Male,56.0,Married,Worked for government/government corporation,Single Family,4.0,0.0,0.0,2.0,Single house,Strong,,16.0,2.0,1.0,288095.0,103726.0,19069.0,12600.0,16948.0,15924.0,,,6560.0,0.0,0.0,2570.0,,,3200.0,10020.0,1140.0,0.0,13254.0,1540.0,0.0,15600.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
17510,977,H,Wage/Salaries,0.0,Male,38.0,Married,Worked for private household,Single Family,8.0,,3.0,1.0,Duplex,Quite Strong,60.0,19.0,1.0,1.0,288063.0,68967.0,22558.5,25272.0,,11427.0,2708.0,4429.0,22842.0,90.0,,4275.0,37380.0,21000.0,1569.0,13926.0,2754.0,850.0,5766.0,0.0,0.0,10608.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4698,1192,C,Enterpreneurial Activities,0.0,Male,64.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,1.0,0.0,Single house,Quite Strong,,21.0,3.0,1.0,288051.0,89727.0,32127.0,23805.0,8520.0,14526.0,1620.0,6535.0,6500.0,,,4999.0,37068.0,9000.0,150.0,,1488.0,,14346.0,1000.0,,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0
13260,2183,F,Enterpreneurial Activities,0.0,Female,50.0,Married,Self-employed wihout any employee,Single Family,3.0,0.0,0.0,0.0,Single house,Strong,80.0,23.0,1.0,1.0,288050.0,64903.0,15610.0,11670.0,9007.0,7365.0,1655.0,6821.0,10716.0,0.0,0.0,3545.0,19848.0,9000.0,,5076.0,1140.0,,9984.0,5000.0,0.0,,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,2.0,,0.0,0.0,0.0
34953,2699,N,Wage/Salaries,,Male,55.0,Married,Worked for private establishment,Extended Family,7.0,0.0,1.0,4.0,Multi-unit residential,Strong,20.0,,1.0,1.0,288044.0,,29518.0,17212.0,16656.0,8080.0,1145.0,4590.0,,90.0,,,49644.0,18000.0,710.0,4899.0,,0.0,,2000.0,0.0,32134.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0
41072,1317,Q,Wage/Salaries,0.0,Male,35.0,Married,Worked for government/government corporation,Single Family,3.0,0.0,0.0,1.0,Single house,Strong,25.0,16.0,2.0,1.0,288026.0,90968.0,19517.0,11550.0,13070.0,12534.0,2352.0,4704.0,19240.0,0.0,0.0,5107.0,37038.0,24000.0,710.0,4776.0,1458.0,450.0,5766.0,3600.0,0.0,38500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
33536,1282,N,Other sources of Income,,Female,76.0,Widowed,Self-employed wihout any employee,Single Family,2.0,0.0,0.0,2.0,Single house,Strong,,,,1.0,288007.0,55661.0,9059.0,4236.0,5493.0,5486.0,2745.0,1155.0,21550.0,720.0,0.0,2015.0,,,710.0,3648.0,648.0,0.0,9798.0,2050.0,0.0,1596.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25420,297,K,Wage/Salaries,0.0,Male,52.0,Married,Worked for private establishment,Single Family,7.0,0.0,2.0,4.0,Single house,Quite Strong,43.0,22.0,2.0,1.0,287986.0,68967.0,35816.0,31458.0,,13788.0,2298.0,7095.0,5500.0,0.0,,,15810.0,9600.0,2042.0,7788.0,2880.0,981.0,5766.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
11731,654,F,Wage/Salaries,0.0,Male,46.0,Married,Self-employed wihout any employee,Single Family,6.0,0.0,3.0,1.0,Single house,Strong,40.0,19.0,2.0,1.0,287986.0,,30005.0,25340.0,,6375.0,,7366.0,,,0.0,,43896.0,27000.0,448.0,,1140.0,,5766.0,300.0,0.0,11636.5,1.0,1.0,0.0,1.0,1.0,,,0.0,3.0,,0.0,0.0,
32776,522,N,Other sources of Income,0.0,Female,36.0,Married,,Single Family,3.0,0.0,1.0,0.0,Single house,Strong,56.0,30.0,2.0,1.0,287950.0,73465.0,13790.0,7290.0,6927.0,6377.0,2605.0,3272.0,14300.0,0.0,0.0,5934.0,,,710.0,1920.0,,450.0,6744.0,3000.0,0.0,0.0,1.0,1.0,,1.0,1.0,,0.0,,1.0,0.0,,0.0,0.0
16253,1939,G,Enterpreneurial Activities,0.0,Male,37.0,Married,Self-employed wihout any employee,Single Family,3.0,0.0,1.0,0.0,Single house,Strong,,2.0,2.0,1.0,287945.0,73600.0,18851.0,14777.0,6343.0,6108.0,2160.0,5215.0,10450.0,0.0,0.0,2300.0,44400.0,9000.0,,7740.0,2640.0,,6240.0,5000.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
11108,31,F,Other sources of Income,0.0,Female,26.0,Married,,Single Family,2.0,0.0,1.0,1.0,Single house,Quite Strong,79.0,12.0,2.0,1.0,287900.0,66051.0,16679.0,10483.0,14430.0,12320.0,3360.0,3630.0,5300.0,0.0,0.0,4100.0,19848.0,18000.0,,3408.0,3882.0,500.0,4056.0,1000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,
7183,826,D,Enterpreneurial Activities,0.0,Male,70.0,Widowed,,Extended Family,5.0,0.0,1.0,1.0,Single house,Strong,80.0,35.0,2.0,1.0,287894.0,73651.0,31353.0,25340.0,5864.0,16542.0,,4734.0,2820.0,620.0,,1745.0,42042.0,22800.0,,2748.0,2208.0,1725.0,4956.0,700.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
22785,2090,I,Wage/Salaries,0.0,Male,40.0,Married,Worked for private establishment,Single Family,6.0,0.0,3.0,1.0,Single house,Strong,36.0,14.0,2.0,1.0,287881.0,,29928.0,25200.0,8072.0,6492.0,1395.0,3510.0,,,40.0,2614.0,27342.0,6000.0,1406.0,1560.0,522.0,728.0,5166.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4968,1462,C,Other sources of Income,0.0,Female,50.0,Married,Worked for private household,Single Family,3.0,0.0,1.0,2.0,Single house,Strong,50.0,12.0,,1.0,287877.0,82547.0,25052.0,22806.0,9109.0,11411.0,3445.0,3480.0,15700.0,0.0,0.0,1440.0,,,1280.0,5040.0,1320.0,1160.0,6948.0,2000.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8559,2202,D,Wage/Salaries,0.0,Male,53.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,0.0,1.0,Single house,Strong,42.0,18.0,2.0,1.0,287856.0,88177.0,17823.0,13838.0,10066.0,6978.0,3606.0,3227.0,,0.0,0.0,3117.0,20052.0,11400.0,467.0,4899.0,2520.0,,12204.0,,,36020.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,
22897,2202,I,Wage/Salaries,0.0,Female,73.0,Widowed,Self-employed wihout any employee,Extended Family,6.0,0.0,2.0,2.0,Single house,Strong,36.0,15.0,2.0,1.0,287827.0,59381.0,31264.0,24372.0,4565.0,6389.0,1210.0,3040.0,820.0,552.0,0.0,,53520.0,9000.0,710.0,8700.0,1800.0,900.0,11394.0,1000.0,0.0,41720.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31553,1647,M,Wage/Salaries,0.0,Male,,Single,,Single Family,1.0,0.0,0.0,0.0,Single house,Strong,70.0,19.0,3.0,1.0,287824.0,44357.0,6926.0,6426.0,360.0,188.0,0.0,0.0,,0.0,0.0,900.0,,,10.0,,1800.0,,10356.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,,0.0,0.0,3.0,0.0,0.0,0.0,
30343,437,M,Wage/Salaries,0.0,Male,49.0,Married,Self-employed wihout any employee,Extended Family,8.0,0.0,1.0,3.0,Single house,Strong,36.0,25.0,3.0,1.0,287820.0,112073.0,28023.0,20100.0,6343.0,10180.0,3465.0,6130.0,13494.0,90.0,1086.0,,45600.0,18000.0,999.0,13656.0,1140.0,500.0,5766.0,5000.0,0.0,77350.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,
24282,1046,J,Enterpreneurial Activities,0.0,Male,49.0,Married,,Single Family,4.0,0.0,2.0,1.0,Single house,Strong,18.0,24.0,3.0,1.0,287764.0,56712.0,25244.0,20344.0,6081.0,5981.0,1200.0,3437.0,5250.0,0.0,840.0,4985.0,44820.0,16800.0,1086.0,12504.0,,,10674.0,1000.0,0.0,,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,2.0,0.0,,0.0,
18026,1493,H,Other sources of Income,0.0,Male,50.0,Married,Worked for private establishment,Extended Family,,0.0,3.0,2.0,Single house,Strong,50.0,29.0,2.0,1.0,287762.0,68967.0,,15900.0,9448.0,9770.0,2725.0,5448.0,5500.0,754.0,0.0,4960.0,19848.0,9000.0,,4899.0,2358.0,,14430.0,0.0,0.0,80042.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0
27046,1923,K,Enterpreneurial Activities,0.0,Male,42.0,Married,Employer in own family-operated farm or business,Single Family,,0.0,3.0,3.0,Single house,Light,14.0,7.0,2.0,1.0,287751.0,77923.0,21047.0,2880.0,5960.0,,596.0,5205.0,1420.0,90.0,0.0,1473.0,9210.0,2700.0,768.0,10164.0,180.0,322.0,4788.0,4000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
40796,1041,Q,Enterpreneurial Activities,0.0,Male,53.0,Married,Self-employed wihout any employee,Extended Family,5.0,0.0,0.0,2.0,Single house,Strong,25.0,15.0,3.0,1.0,287691.0,68967.0,36284.0,27000.0,7295.0,5713.0,2165.0,4736.0,,270.0,0.0,1059.0,33924.0,22800.0,1945.0,7530.0,3048.0,0.0,5766.0,1000.0,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
18456,1923,H,Wage/Salaries,0.0,Male,50.0,Married,Worked for private household,Single Family,6.0,0.0,3.0,3.0,Single house,Strong,25.0,9.0,1.0,1.0,287681.0,121864.0,23838.0,19548.0,14480.0,13950.0,2695.0,4525.0,,510.0,0.0,6100.0,35898.0,18000.0,718.0,,1140.0,1470.0,5766.0,1500.0,0.0,4420.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
6990,633,D,Other sources of Income,0.0,Female,50.0,Widowed,Self-employed wihout any employee,Single Family,2.0,0.0,0.0,1.0,Duplex,Strong,32.0,32.0,,1.0,287680.0,92587.0,19654.0,12650.0,12770.0,7076.0,,3340.0,21930.0,0.0,0.0,2258.0,,,,4899.0,,0.0,15246.0,4000.0,0.0,26798.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,,0.0,0.0
33809,1555,N,Wage/Salaries,,Female,60.0,Divorced/Separated,Worked for government/government corporation,Single Family,5.0,0.0,1.0,4.0,Multi-unit residential,Strong,10.0,8.0,1.0,1.0,287672.0,88990.0,32872.0,23232.0,15050.0,11722.0,1990.0,3315.0,6110.0,0.0,0.0,1930.0,26280.0,9600.0,1755.0,3852.0,1800.0,0.0,9696.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6754,397,D,Wage/Salaries,0.0,Male,44.0,Married,Employer in own family-operated farm or business,Single Family,6.0,0.0,1.0,2.0,Single house,Strong,16.0,19.0,2.0,1.0,287661.0,126115.0,22813.0,17920.0,14300.0,14994.0,,5565.0,,0.0,0.0,4161.0,51930.0,9000.0,125.0,14940.0,3690.0,,14064.0,,0.0,24348.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,4.0,,,0.0,
25231,108,K,Wage/Salaries,0.0,Male,54.0,Married,Employer in own family-operated farm or business,Single Family,5.0,0.0,2.0,2.0,Single house,Strong,26.0,13.0,2.0,1.0,287628.0,119767.0,33065.0,27000.0,,13368.0,1716.0,,1810.0,0.0,0.0,,31980.0,10200.0,710.0,10020.0,3780.0,,6918.0,3500.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
38255,622,P,Other sources of Income,0.0,Male,74.0,Married,Worked without pay in own family-operated farm or business,Extended Family,4.0,0.0,1.0,2.0,Single house,Strong,54.0,25.0,3.0,1.0,287625.0,113016.0,31371.0,23400.0,8592.0,8080.0,,6346.0,9130.0,,,1370.0,43080.0,18000.0,,12318.0,,,11778.0,,0.0,13926.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,,0.0,
39769,14,Q,Other sources of Income,0.0,Female,41.0,Divorced/Separated,Worked for private establishment,Single Family,4.0,0.0,2.0,1.0,Single house,Strong,36.0,5.0,,1.0,287625.0,84749.0,31352.0,15660.0,13972.0,4523.0,3138.0,7150.0,8600.0,0.0,0.0,,21960.0,12000.0,,14364.0,1140.0,,11448.0,2000.0,0.0,35250.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1835,111,B,Other sources of Income,0.0,Male,50.0,Married,,Extended Family,5.0,0.0,1.0,0.0,Single house,Strong,56.0,23.0,2.0,1.0,287585.0,68967.0,42915.0,27690.0,16550.0,13926.0,2790.0,4072.0,,0.0,0.0,2300.0,19848.0,27000.0,912.0,15600.0,,,11952.0,1000.0,0.0,53775.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0
14794,480,G,Wage/Salaries,0.0,Female,52.0,Widowed,,Single Family,5.0,0.0,0.0,3.0,Single house,Strong,48.0,,2.0,1.0,287582.0,64035.0,21987.0,15300.0,7623.0,5310.0,980.0,6177.0,11920.0,328.0,260.0,2430.0,24396.0,15000.0,490.0,,1140.0,0.0,7734.0,1000.0,0.0,9360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
20383,3850,H,Wage/Salaries,0.0,Male,43.0,Married,Worked for private establishment,Single Family,,0.0,4.0,,Single house,Light,20.0,23.0,,1.0,287560.0,,37952.0,29734.0,11970.0,13392.0,4012.0,8216.0,,,905.0,2300.0,21696.0,2400.0,710.0,4899.0,3822.0,1640.0,15000.0,0.0,0.0,3560.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
35344,3090,N,Enterpreneurial Activities,,Female,38.0,Widowed,Self-employed wihout any employee,Single Family,7.0,0.0,,0.0,Multi-unit residential,Quite Strong,40.0,33.0,1.0,1.0,287550.0,118268.0,41450.0,27150.0,10996.0,1425.0,3608.0,70.0,5500.0,,0.0,4424.0,,,1462.0,3330.0,1800.0,2175.0,9666.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7730,1373,D,Enterpreneurial Activities,0.0,Male,43.0,Married,Self-employed wihout any employee,Single Family,7.0,0.0,4.0,0.0,Single house,Strong,35.0,10.0,1.0,1.0,287524.0,118244.0,,,17444.0,11737.0,1834.0,6409.0,6500.0,200.0,,3699.0,34548.0,15000.0,987.0,,,,12564.0,3000.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,,,0.0,
13132,2055,F,Other sources of Income,0.0,Male,,Married,,Extended Family,5.0,0.0,1.0,0.0,Single house,Strong,40.0,32.0,2.0,1.0,287499.0,80519.0,16568.0,13481.0,6343.0,12301.0,,4680.0,6900.0,0.0,,4850.0,19848.0,9000.0,,2292.0,2760.0,0.0,9978.0,3000.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
41517,1762,Q,Other sources of Income,,Male,58.0,Married,Worked for private establishment,Extended Family,8.0,0.0,3.0,1.0,Single house,Strong,32.0,30.0,3.0,1.0,287494.0,96636.0,33654.0,26648.0,6389.0,13308.0,1620.0,7064.0,7480.0,0.0,0.0,,27270.0,13200.0,710.0,,,2050.0,5766.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,
24408,1172,J,Enterpreneurial Activities,0.0,Male,40.0,Married,Worked for private establishment,Single Family,,,4.0,1.0,Single house,Very Light,47.0,15.0,2.0,,287487.0,81719.0,33997.0,0.0,9460.0,17280.0,660.0,1585.0,2712.0,0.0,0.0,3235.0,9528.0,6000.0,405.0,3816.0,204.0,1240.0,4002.0,1000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32263,9,N,Wage/Salaries,0.0,Female,39.0,Married,Worked for private establishment,Single Family,5.0,0.0,2.0,2.0,Single house,Strong,15.0,15.0,2.0,1.0,287475.0,68967.0,19663.0,14933.0,16415.0,6860.0,1635.0,4780.0,,90.0,0.0,4830.0,19848.0,,3310.0,4899.0,2562.0,,5766.0,2850.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
21712,1017,I,Wage/Salaries,0.0,Male,58.0,Married,Worked for private establishment,Extended Family,8.0,0.0,3.0,3.0,Commercial/industrial/agricultural building,Strong,35.0,,1.0,1.0,287469.0,,39577.0,15566.0,7489.0,9579.0,,4072.0,,1028.0,0.0,,48186.0,27000.0,1380.0,7128.0,1146.0,898.0,12864.0,1000.0,0.0,75731.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35116,2862,N,Other sources of Income,,Female,65.0,Single,,Single Family,1.0,0.0,0.0,0.0,Single house,Strong,,33.0,3.0,1.0,287454.0,73321.0,10786.0,5460.0,3231.0,2654.0,2734.0,2543.0,19800.0,0.0,0.0,6188.0,,,,4899.0,,0.0,5766.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,,2.0,,0.0,0.0,0.0
28900,1331,L,Enterpreneurial Activities,0.0,Male,60.0,Married,Employer in own family-operated farm or business,Single Family,6.0,0.0,0.0,1.0,Single house,Strong,43.0,11.0,,1.0,287372.0,68967.0,42723.0,27090.0,6343.0,12450.0,,4072.0,16600.0,0.0,0.0,,,27000.0,102.0,,,,5766.0,1000.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,,,0.0,
18165,1632,H,Wage/Salaries,0.0,Male,35.0,Married,Worked for private establishment,Extended Family,5.0,0.0,1.0,,Multi-unit residential,Strong,45.0,8.0,1.0,1.0,287350.0,108036.0,29608.0,25340.0,7792.0,8124.0,1472.0,3023.0,,240.0,0.0,4890.0,20838.0,12000.0,228.0,,3900.0,650.0,5766.0,1000.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
16566,33,H,Wage/Salaries,0.0,Female,63.0,Divorced/Separated,Worked for private establishment,Extended Family,7.0,,0.0,3.0,Single house,Strong,15.0,19.0,2.0,1.0,287350.0,68967.0,29471.0,23920.0,18346.0,,848.0,,,,2080.0,3910.0,18720.0,9000.0,710.0,,2280.0,0.0,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
28774,1205,L,Other sources of Income,0.0,Male,52.0,Widowed,Employer in own family-operated farm or business,Extended Family,8.0,0.0,2.0,2.0,Single house,Strong,43.0,28.0,2.0,1.0,287347.0,111798.0,,,16525.0,12623.0,1890.0,5277.0,4643.0,,,3240.0,24798.0,10200.0,710.0,,1140.0,,6726.0,,,78027.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
39357,1724,P,Enterpreneurial Activities,0.0,Male,60.0,Married,Self-employed wihout any employee,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,40.0,,2.0,1.0,287345.0,65020.0,11170.0,9360.0,12840.0,8080.0,3060.0,5870.0,660.0,,0.0,3509.0,24168.0,6000.0,3541.0,1680.0,0.0,0.0,7176.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10254,1425,E,Enterpreneurial Activities,0.0,Male,77.0,Married,,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,57.0,17.0,2.0,1.0,287336.0,54982.0,16055.0,10606.0,750.0,7080.0,1620.0,3857.0,450.0,0.0,0.0,4214.0,23016.0,18000.0,2550.0,1440.0,0.0,0.0,2154.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17597,1064,H,Wage/Salaries,0.0,Female,60.0,Widowed,,Extended Family,8.0,0.0,4.0,1.0,Single house,Strong,,25.0,1.0,1.0,287307.0,68967.0,39541.0,28960.0,,13694.0,1088.0,3348.0,,210.0,,2250.0,45090.0,0.0,1240.0,,1140.0,1580.0,5766.0,2000.0,0.0,31198.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
21354,659,I,Wage/Salaries,0.0,Male,71.0,Married,Worked for private establishment,Extended Family,5.0,0.0,0.0,4.0,Single house,Light,57.0,15.0,3.0,1.0,287268.0,84551.0,34746.0,25104.0,19057.0,11785.0,2570.0,1849.0,3480.0,480.0,751.0,1130.0,24258.0,15000.0,1881.0,10290.0,540.0,0.0,7584.0,500.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
7790,1433,D,Wage/Salaries,0.0,Female,70.0,Widowed,Self-employed wihout any employee,Single Family,,,2.0,2.0,Single house,Strong,56.0,,3.0,1.0,287261.0,111804.0,31949.0,23182.0,17086.0,16522.0,,,3120.0,,,4490.0,19848.0,9000.0,1440.0,13440.0,1140.0,1400.0,14328.0,3420.0,0.0,11636.5,1.0,1.0,,1.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,
35964,3710,N,Wage/Salaries,,Male,40.0,Married,Worked for private establishment,Single Family,4.0,0.0,2.0,1.0,Single house,Strong,10.0,13.0,1.0,1.0,287246.0,135304.0,28911.0,18909.0,6343.0,13158.0,2690.0,4775.0,,510.0,2080.0,2398.0,,,2005.0,11592.0,1380.0,,5766.0,2350.0,0.0,11636.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
18360,1827,H,Wage/Salaries,0.0,Male,37.0,Married,Worked for private establishment,Single Family,7.0,0.0,,2.0,Single house,Quite Strong,30.0,10.0,,1.0,287220.0,,,25920.0,13456.0,8044.0,3273.0,6187.0,,318.0,0.0,2880.0,22722.0,0.0,0.0,1662.0,1038.0,1410.0,6720.0,2500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
21822,1127,I,Wage/Salaries,0.0,Male,53.0,Married,Worked for private establishment,Extended Family,7.0,0.0,2.0,2.0,Single house,Quite Strong,30.0,25.0,2.0,1.0,287218.0,,42296.0,28830.0,6343.0,8080.0,3764.0,4285.0,,90.0,,,31776.0,0.0,,,2334.0,450.0,9780.0,,0.0,6348.0,2.0,,,1.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,
